data_extracao;linha;sentido;numero_sequencia;tipo;nome;endereco_logradouro
2020-08-02 01:58:38.796502;T22  ;NORTESUL;1420;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;T22  ;SULNORTE;150;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;1795;CENTROBAIRRO;400;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;1795;CENTROBAIRRO;500;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;V361;BAIRROCENTRO;1;TERMINAL/PARADA;TERMINAL RUA JUVENAL CRUZ     ;R JUVENAL CRUZ
2020-08-02 01:58:38.796502;1111 ;CENTROBAIRRO;99999;TERMINAL/PARADA;TERMINAL RUA TOBAGO           ;R TOBAGO
2020-08-02 01:58:38.796502;493  ;CENTROBAIRRO;99999;TERMINAL/PARADA;TERM.BAIRRO R.TEN.ARY TARRAGO ;TEN ARY TARRAGO                      
2020-08-02 01:58:38.796502;E209 ;BAIRROTERMINAL;1;TERMINAL/PARADA;TERM.BAIRRO IGNES E FAGUNDES  ;AV IGNES E FAGUNDES
2020-08-02 01:58:38.796502;T62A ;SULNORTE;1;TERMINAL/PARADA;TERMINAL SUL   AZENHA         ;AZENHA                               
2020-08-02 01:58:38.796502;4958 ;TERMINALBAIRRO;1;TERMINAL/PARADA;TERM. ESTACAO P. ALVES(ROTULA);PROTASIO ALVES                       
2020-08-02 01:58:38.796502;7032;BAIRROCENTRO;1;TERMINAL/PARADA;TERM. BAIRRO PADRE L. BRENTANO;AV PADRE LEOPOLDO BRENTANO
2020-08-02 01:58:38.796502;A691 ;BAIRROTERMINAL;99999;TERMINAL/PARADA;TERM.H.VIEIRA/DR.CARLOS FLORES;R DR CARLOS FLORES
2020-08-02 01:58:38.796502;2602 ;CENTROBAIRRO;99999;TERMINAL/PARADA;TERM. BAIRRO R JOAO DO COUTO  ;JOAO DO COUTO                        
2020-08-02 01:58:38.796502;T1D  ;SULNORTE;99999;TERMINAL/PARADA;TERMINAL TRIÂNGULO            ;AV ASSIS BRASIL
2020-08-02 01:58:38.796502;1714 ;TERMINALBAIRRO;99999;TERMINAL/PARADA;TERM. ESTR.RETIRO DA P. GROSSA;ESTR RETIRO DA PONTA GROSSA
2020-08-02 01:58:38.796502;3954 ;BAIRROTERMINAL;99999;TERMINAL/PARADA;TERMINAL ANTONIO DE CARVALHO  ;AV ANTONIO CARVALHO
2020-08-02 01:58:38.796502;7612 ;CENTROBAIRRO;1;TERMINAL/PARADA;TERMINAL PRACA PEREIRA PAROBE ;R PAROBE
2020-08-02 01:58:38.796502;A288;BAIRROCENTROBAIRRO;190;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;2682 ;BAIRROCENTRO;650;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;2682 ;CENTROBAIRRO;1000;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;210  ;CENTROBAIRRO;120;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;M68  ;BAIRROCENTRO;700;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;286  ;BAIRROTERMINAL;1200;LOGRADOURO;;AV WENCESLAU ESCOBAR
2020-08-02 01:58:38.796502;111  ;BAIRROCENTRO;110;LOGRADOURO;;AV WENCESLAU ESCOBAR
2020-08-02 01:58:38.796502;188  ;CENTROBAIRRO;190;LOGRADOURO;;R AFONSO ALVARES
2020-08-02 01:58:38.796502;2694 ;CENTROBAIRRO;200;LOGRADOURO;;AV ICARAI
2020-08-02 01:58:38.796502;264  ;CENTROBAIRRO;150;LOGRADOURO;;AV ICARAI
2020-08-02 01:58:38.796502;1101 ;BAIRROCENTRO;500;LOGRADOURO;;AV CHUI
2020-08-02 01:58:38.796502;111  ;BAIRROCENTRO;150;LOGRADOURO;;AV PADRE CACIQUE
2020-08-02 01:58:38.796502;1101 ;BAIRROCENTRO;650;LOGRADOURO;;VDT DOM PEDRO I
2020-08-02 01:58:38.796502;2823;CENTROBAIRRO;270;LOGRADOURO;;R LANDEL DE MOURA
2020-08-02 01:58:38.796502;1102 ;CENTROBAIRRO;100;LOGRADOURO;;AV CHUI
2020-08-02 01:58:38.796502;2671 ;CENTROBAIRRO;15;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;R21  ;CENTROBAIRRO;100;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;R10  ;BAIRROCENTRO;1300;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;168  ;CENTROBAIRRO;15;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;3986 ;CENTROBAIRRO;200;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;R10  ;CENTROBAIRRO;200;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;187  ;BAIRROCENTRO;253;LOGRADOURO;;PCA ROTARY
2020-08-02 01:58:38.796502;1761 ;BAIRROCENTRO;950;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;171  ;BAIRROCENTRO;174;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;2681 ;BAIRROCENTRO;198;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;EC07 ;CENTROBAIRRO;450;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;T5   ;SULNORTE;100;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;LE26 ;TERMINALBAIRROTERMINAL;1000;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;2681 ;CENTROBAIRRO;13;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;171  ;CENTROBAIRRO;58;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;187  ;CENTROBAIRRO;60;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;Z90  ;CENTROBAIRROCENTRO;1000;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;3984 ;CENTROBAIRRO;99999;TERMINAL/PARADA;TERM.BAIRRO J. OLIVEIRA REMIAO;ESTR JOAO DE OLIVEIRA REMIAO
2020-08-02 01:58:38.796502;D72  ;CENTROBAIRRO;99999;TERMINAL/PARADA;TERM.F.T. MOURA/GAMAL A.NASSER;AV FRANCISCO TALAIA DE MOURA
2020-08-02 01:58:38.796502;E210 ;BAIRROTERMINAL;100;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;216  ;BAIRROCENTRO;150;LOGRADOURO;;AV EDGAR PIRES DE CASTRO
2020-08-02 01:58:38.796502;R5   ;BAIRROCENTRO;150;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;A621 ;BAIRROCENTROBAIRRO;1;TERMINAL/PARADA;TERM. BAIRRO ADELINO F. JARDIM;ADELINO FERREIRA JARDIM              
2020-08-02 01:58:38.796502;A1   ;TERMINALBAIRRO;100;LOGRADOURO;;R ENG OSCAR DE OLIVEIRA RAMOS
2020-08-02 01:58:38.796502;A1   ;TERMINALBAIRRO;400;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;2723 ;BAIRROCENTRO;20;LOGRADOURO;;AV EDGAR PIRES DE CASTRO
2020-08-02 01:58:38.796502;A161;BAIRROCENTROBAIRRO;900;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;176  ;CENTROBAIRRO;700;LOGRADOURO;;AV WENCESLAU ESCOBAR
2020-08-02 01:58:38.796502;170  ;BAIRROCENTRO;450;LOGRADOURO;;AV ICARAI
2020-08-02 01:58:38.796502;176  ;BAIRROCENTRO;650;LOGRADOURO;;AV PINHEIRO BORDA
2020-08-02 01:58:38.796502;M10  ;CENTROBAIRRO;1300;LOGRADOURO;;AV ECON NILO WULFF
2020-08-02 01:58:38.796502;M10  ;CENTROBAIRRO;1850;LOGRADOURO;;AV ECON NILO WULFF
2020-08-02 01:58:38.796502;M10  ;BAIRROCENTRO;200;LOGRADOURO;;R BERNARDO TCHERNIN
2020-08-02 01:58:38.796502;M10  ;BAIRROCENTRO;350;LOGRADOURO;;R NISIA FLORESTA
2020-08-02 01:58:38.796502;212  ;BAIRROCENTRO;100;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;GT12A;SULLESTE;300;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;2741 ;BAIRROCENTRO;150;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;LCA2;TERMINALBAIRRO;50;LOGRADOURO;;R CECILIA MEIRELES
2020-08-02 01:58:38.796502;F02  ;NORTESUL;250;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;1112 ;CENTROBAIRRO;50;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;R1   ;CENTROBAIRRO;200;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;267  ;CENTROBAIRRO;200;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;397  ;BAIRROCENTRO;750;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;186  ;CENTROBAIRRO;20;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;R1   ;CENTROBAIRRO;100;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;3985 ;BAIRROCENTRO;500;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;VM79;CENTROBAIRRO;100;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;284  ;CENTROBAIRRO;10;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;178  ;CENTROBAIRRO;90;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;268  ;CENTROBAIRRO;10;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;E17  ;CENTROBAIRRO;500;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;398  ;CENTROBAIRRO;30;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;178  ;BAIRROCENTRO;90;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;F99  ;CENTROBAIRRO;50;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;VM10;CENTROBAIRRO;200;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;VM10;BAIRROCENTRO;2050;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;398  ;BAIRROCENTRO;50;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;269  ;BAIRROCENTRO;1;TERMINAL/PARADA;TERM.ARMANDO I. S.(SAPOLANDIA);ESTR ARMANDO INACIO DA SILVEIRA
2020-08-02 01:58:38.796502;2141 ;BAIRROTERMINAL;850;LOGRADOURO;;R DR CARLOS NIEDERAUER HOFMEISTER
2020-08-02 01:58:38.796502;2141 ;TERMINALBAIRRO;500;LOGRADOURO;;R SILVIO R SIRANGELO
2020-08-02 01:58:38.796502;2141 ;BAIRROTERMINAL;700;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;1111 ;CENTROBAIRRO;650;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;E209 ;BAIRROTERMINAL;150;LOGRADOURO;;AV EDGAR PIRES DE CASTRO
2020-08-02 01:58:38.796502;T12;SULNORTE;1;TERMINAL/PARADA;TERM.NILO WULFF/AC A SQ CINCO ;AV ECON NILO WULFF
2020-08-02 01:58:38.796502;3954 ;BAIRROTERMINAL;1;TERMINAL/PARADA;TERM R JAIME LINO DOS SANTOS  ;JAIME LINO DOS SANTOS FILHO          
2020-08-02 01:58:38.796502;3945 ;CENTROBAIRRO;99999;TERMINAL/PARADA;TERM. SANTOS DIAS DA SILVA    ;SANTO DIAS DA SILVA                  
2020-08-02 01:58:38.796502;A141 ;TERMINALBAIRRO;1;TERMINAL/PARADA;TERM AV E JD OUTEIRAL         ;JOAO DE OLIVEIRA REMIAO              
2020-08-02 01:58:38.796502;4958 ;TERMINALBAIRRO;99999;TERMINAL/PARADA;LEOPOLDINO J. SANTOS          ;LEOPOLDINO J SANTOS                  
2020-08-02 01:58:38.796502;195  ;BAIRROCENTRO;80;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;1101 ;BAIRROCENTRO;670;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;T2   ;NORTESUL;333;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;T2A9 ;NORTESUL;2350;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;M68  ;BAIRROCENTRO;1850;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;2682 ;BAIRROCENTRO;1750;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;3943 ;CENTROBAIRRO;200;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;111  ;CENTROBAIRRO;6;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;3983 ;CENTROBAIRRO;500;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;C21;CENTROBAIRROCENTRO;200;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;2573;CENTROBAIRRO;100;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;264  ;BAIRROCENTRO;150;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;260  ;CENTROBAIRRO;40;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;260  ;BAIRROCENTRO;100;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;2672 ;BAIRROCENTRO;1350;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;3628 ;BAIRROCENTRO;250;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;345  ;BAIRROCENTRO;100;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;3986 ;BAIRROCENTRO;150;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;2823;CENTROBAIRRO;95;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;2564;CENTROBAIRRO;250;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;TR31;CENTROBAIRRO;30;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;2731 ;CENTROBAIRRO;600;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;2681 ;BAIRROCENTRO;1600;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;3989 ;BAIRROCENTRO;300;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;187  ;CENTROBAIRRO;10;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;3951 ;BAIRROCENTRO;800;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;250  ;BAIRROCENTRO;80;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;2681 ;BAIRROCENTRO;1500;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;2681 ;CENTROBAIRRO;7;LOGRADOURO;;R AVAI
2020-08-02 01:58:38.796502;250  ;CENTROBAIRRO;20;LOGRADOURO;;R ANTONIO KLINGER FILHO
2020-08-02 01:58:38.796502;A11  ;BAIRROTERMINAL;250;LOGRADOURO;;ESTR BARRO VERMELHO
2020-08-02 01:58:38.796502;A11  ;TERMINALBAIRRO;200;LOGRADOURO;;ESTR CHACARA DO BANCO
2020-08-02 01:58:38.796502;E110 ;BAIRROCENTRO;500;LOGRADOURO;;AV CHUI
2020-08-02 01:58:38.796502;R5   ;BAIRROCENTRO;500;LOGRADOURO;;AV PINHEIRO BORDA
2020-08-02 01:58:38.796502;E110 ;CENTROBAIRRO;300;LOGRADOURO;;AV PADRE CACIQUE
2020-08-02 01:58:38.796502;R5   ;BAIRROCENTRO;610;LOGRADOURO;;PCA ROTARY
2020-08-02 01:58:38.796502;179  ;BAIRROCENTRO;143;LOGRADOURO;;PCA ROTARY
2020-08-02 01:58:38.796502;T2A2 ;NORTESUL;1650;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;R5   ;CENTROBAIRRO;420;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;2572;BAIRROCENTRO;1150;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;176  ;BAIRROCENTRO;750;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;T23  ;SULNORTE;100;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;289  ;CENTROBAIRRO;100;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;E16  ;TERMINALBAIRRO;400;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;2814 ;BAIRROCENTRO;1400;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;Z80  ;CENTROBAIRROCENTRO;900;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;R81  ;BAIRROCENTRO;40;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;212  ;BAIRROCENTRO;1100;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;R84  ;BAIRROCENTRO;200;LOGRADOURO;;R COMENDADOR CASTRO
2020-08-02 01:58:38.796502;R84  ;CENTROBAIRRO;700;LOGRADOURO;;AV TRAMANDAI
2020-08-02 01:58:38.796502;R84  ;CENTROBAIRRO;600;LOGRADOURO;;AV WENCESLAU ESCOBAR
2020-08-02 01:58:38.796502;R81  ;BAIRROCENTRO;350;LOGRADOURO;;AV CHUI
2020-08-02 01:58:38.796502;165  ;BAIRROCENTRO;80;LOGRADOURO;;AV PINHEIRO BORDA
2020-08-02 01:58:38.796502;R84  ;CENTROBAIRRO;450;LOGRADOURO;;AV PADRE CACIQUE
2020-08-02 01:58:38.796502;1792 ;BAIRROCENTRO;150;LOGRADOURO;;VDT DOM PEDRO I
2020-08-02 01:58:38.796502;165  ;BAIRROCENTRO;97;LOGRADOURO;;PCA ROTARY
2020-08-02 01:58:38.796502;R81  ;BAIRROCENTRO;480;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;R9   ;BAIRROCENTRO;1100;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;212  ;CENTROBAIRRO;1400;LOGRADOURO;;R DR CARLOS NIEDERAUER HOFMEISTER
2020-08-02 01:58:38.796502;212  ;BAIRROCENTRO;500;LOGRADOURO;;R SILVIO R SIRANGELO
2020-08-02 01:58:38.796502;M10  ;BAIRROCENTRO;600;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;E10  ;TERMINALBAIRRO;400;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;D67  ;CENTROBAIRRO;1300;LOGRADOURO;;AV EDGAR PIRES DE CASTRO
2020-08-02 01:58:38.796502;R84  ;CENTROBAIRRO;800;LOGRADOURO;;AV JUCA BATISTA
2020-08-02 01:58:38.796502;F02  ;SULNORTE;150;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;M98  ;CENTROBAIRRO;250;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;VM79;CENTROBAIRRO;200;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;177  ;CENTROBAIRRO;10;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;M98  ;BAIRROCENTRO;350;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;3985 ;BAIRROCENTRO;450;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;282  ;BAIRROCENTRO;240;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;E17  ;BAIRROCENTRO;800;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;M79  ;CENTROBAIRRO;400;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;M79  ;CENTROBAIRRO;420;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;184  ;CENTROBAIRRO;60;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;268  ;BAIRROCENTRO;240;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;3974 ;CENTROBAIRRO;250;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;Z100 ;CENTROBAIRROCENTRO;450;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;2603;BAIRROCENTRO;100;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;3462;BAIRROCENTROBAIRRO;1600;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;184  ;BAIRROCENTRO;150;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;3441 ;BAIRROCENTRO;450;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;2141 ;TERMINALBAIRRO;50;LOGRADOURO;;AV ECON NILO WULFF
2020-08-02 01:58:38.796502;GT12;SULNORTE;50;LOGRADOURO;;AV ECON NILO WULFF
2020-08-02 01:58:38.796502;2141 ;TERMINALBAIRRO;450;LOGRADOURO;;R DR CARLOS NIEDERAUER HOFMEISTER
2020-08-02 01:58:38.796502;2141 ;BAIRROTERMINAL;100;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;2141 ;TERMINALBAIRRO;1100;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;1111 ;BAIRROCENTRO;450;LOGRADOURO;;ESTR JOAO ANTONIO SILVEIRA
2020-08-02 01:58:38.796502;269  ;BAIRROCENTRO;350;LOGRADOURO;;AV EDGAR PIRES DE CASTRO
2020-08-02 01:58:38.796502;A141 ;BAIRROTERMINAL;1;TERMINAL/PARADA;TERM.NILO WULFF/AC A SQ CINCO ;AV ECON NILO WULFF
2020-08-02 01:58:38.796502;R101 ;BAIRROCENTRO;1;TERMINAL/PARADA;TERM.NILO WULFF/AC A SQ CINCO ;AV ECON NILO WULFF
2020-08-02 01:58:38.796502;A141 ;BAIRROTERMINAL;99999;TERMINAL/PARADA;TERM AV E JD OUTEIRAL         ;JOAO DE OLIVEIRA REMIAO              
2020-08-02 01:58:38.796502;A99  ;BAIRROCENTROBAIRRO;1;TERMINAL/PARADA;TERM AV.E - JD OUTEIRAL/VIAMAO;JOAO DE OLIVEIRA REMIAO              
2020-08-02 01:58:38.796502;R67  ;BAIRROCENTRO;1;TERMINAL/PARADA;TERM.BAIRRO E OTAVIANO J PINTO;ESTR OTAVIANO JOSE PINTO
2020-08-02 01:58:38.796502;B511 ;BAIRROCENTROBAIRRO;4600;TERMINAL/PARADA;TERMINAL BECO DO PAULINO      ;BC DO PAULINO
2020-08-02 01:58:38.796502;E631;CENTROBAIRRO;99999;TERMINAL/PARADA;TERM.F.T. MOURA/GAMAL A.NASSER;AV FRANCISCO TALAIA DE MOURA
2020-08-02 01:58:38.796502;188  ;BAIRROCENTRO;147;LOGRADOURO;;PCA ROTARY
2020-08-02 01:58:38.796502;188  ;BAIRROCENTRO;149;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;111  ;BAIRROCENTRO;158;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;T2   ;NORTESUL;336;LOGRADOURO;;AV PRAIA DE BELAS
2020-08-02 01:58:38.796502;T2   ;SULNORTE;30;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;3947;CENTROBAIRRO;100;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;3983 ;CENTROBAIRRO;200;LOGRADOURO;;AV BORGES DE MEDEIROS
2020-08-02 01:58:38.796502;394  ;CENTROBAIRRO;30;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;272  ;CENTROBAIRRO;70;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;272  ;CENTROBAIRRO;210;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;3973 ;CENTROBAIRRO;250;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;2671 ;CENTROBAIRRO;150;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;R4   ;CENTROBAIRRO;200;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;168  ;CENTROBAIRRO;3;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;345  ;BAIRROCENTRO;98;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;3628 ;BAIRROCENTRO;150;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;149  ;CENTROBAIRRO;25;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;F991 ;BAIRROCENTRO;50;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;1761 ;BAIRROCENTRO;1100;LOGRADOURO;;AV LOUREIRO DA SILVA
2020-08-02 01:58:38.796502;171  ;BAIRROCENTRO;190;LOGRADOURO;;AV SENADOR SALGADO FILHO
2020-08-02 01:58:38.796502;G261 ;CENTROBAIRRO;150;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;3951 ;BAIRROCENTRO;750;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;375  ;CENTROBAIRRO;37;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;171  ;CENTROBAIRRO;20;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;250  ;CENTROBAIRRO;50;LOGRADOURO;;AV JOAO PESSOA
2020-08-02 01:58:38.796502;3989 ;CENTROBAIRRO;150;LOGRADOURO;;R ANTONIO KLINGER FILHO
2020-08-02 01:58:38.796502;A17  ;BAIRROCENTROBAIRRO;300;LOGRADOURO;;AV DR JOAO DENTICE
2020-08-02 01:58:38.796502;A11  ;TERMINALBAIRRO;150;LOGRADOURO;;ESTR BARRO VERMELHO
